movie_name,release_year,certificate,duration,genre,star,metascore,votes
 The Blacklist,2013– ,not rated,43 min,"Crime, Drama, Mystery",4.6,nil,"1,344"
 Jujutsu Kaisen,2020– ,not rated,24 min,"Animation, Action, Adventure",8.1,nil,"1,343"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.0,nil,"1,343"
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",8.6,nil,"1,343"
Porodica,2021– ,not rated,nil,"Drama, History",7.5,nil,"1,342"
G - Zombie,2021,not rated,116 min,Sci-Fi,7.1,nil,"1,339"
 Resident Alien,2021– ,not rated,44 min,"Comedy, Drama, Mystery",8.0,nil,"1,338"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.0,nil,"1,337"
We Are Lady Parts,2021– ,not rated,24 min,"Comedy, Music",7.9,nil,"1,335"
One and the Same,2021,not rated,110 min,Mystery,6.7,nil,"1,332"
Grace,2021– ,not rated,90 min,"Crime, Drama, Mystery",7.1,nil,"1,317"
Yesilçam,2021– ,not rated,nil,"Drama, History, Romance",8.1,nil,"1,315"
 Behind Her Eyes,2021,16,50 min,"Drama, Mystery, Thriller",8.2,nil,"1,314"
Can't Get You Out of My Head,2021,not rated,nil,"Documentary, History",8.6,nil,"1,313"
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",8.2,nil,"1,308"
MMOF,2021,not rated,108 min,Drama,7.1,nil,"1,300"
 Young Rock,2021– ,not rated,21 min,Comedy,7.5,nil,"1,295"
 Fear the Walking Dead,2015– ,not rated,48 min,"Drama, Horror, Sci-Fi",8.0,nil,"1,292"
I want to be alive,2021– ,not rated,50 min,"Drama, Romance, Thriller",6.1,nil,"1,291"
Wagle Ki Duniya,2021– ,not rated,nil,Comedy,9.3,nil,"1,290"
 Your Honor,2020–2021,12,56 min,"Crime, Drama, Thriller",8.0,nil,"1,290"
 The Handmaid's Tale,2017– ,16,57 min,"Drama, Sci-Fi, Thriller",8.6,nil,"1,285"
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,"1,281"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.2,nil,"1,280"
The Crime of the Century,2021,not rated,231 min,"Documentary, Crime",8.1,nil,"1,274"
Rang De,2021,not rated,130 min,"Comedy, Drama, Romance",6.8,nil,"1,272"
 Wynonna Earp,2016–2021,16,43 min,"Action, Drama, Fantasy",9.4,nil,"1,263"
 The Blacklist,2013– ,not rated,42 min,"Crime, Drama, Mystery",5.1,nil,"1,261"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.5,nil,"1,259"
Body Brokers,2021,R,111 min,"Crime, Drama, Thriller",6.2,64        ,"1,256"
Dom,2021– ,not rated,60 min,"Crime, Drama",7.2,nil,"1,254"
Secrets of Sulphur Springs,2021– ,not rated,24 min,"Adventure, Drama, Family",7.8,nil,"1,254"
Helllo Jee,2021– ,not rated,22 min,"Romance, Thriller",7.9,nil,"1,249"
 Jujutsu Kaisen,2020– ,not rated,24 min,"Animation, Action, Adventure",8.2,nil,"1,246"
 Jupiter's Legacy,2021,not rated,35 min,"Action, Adventure, Drama",7.0,nil,"1,245"
OK Computer,2021– ,not rated,240 min,"Comedy, Crime, Mystery",5.4,nil,"1,244"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.3,nil,"1,243"
P!nk: All I Know So Far,2021,not rated,99 min,"Documentary, Biography, Music",7.9,60        ,"1,241"
 Your Honor,2020–2021,12,58 min,"Crime, Drama, Thriller",7.7,nil,"1,239"
"Money, Explained",2021,not rated,23 min,Documentary,6.9,nil,"1,234"
 Young Rock,2021– ,not rated,21 min,Comedy,7.9,nil,"1,234"
Seobok,2021,not rated,114 min,"Action, Sci-Fi, Thriller",6.2,nil,"1,233"
Bad Luck Banging or Loony Porn,2021,16,106 min,"Comedy, Drama",6.8,67        ,"1,231"
Kill Plan,2021,not rated,71 min,Thriller,5.2,nil,"1,229"
 Fear the Walking Dead,2015– ,not rated,45 min,"Drama, Horror, Sci-Fi",8.1,nil,"1,227"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.4,nil,"1,226"
Son Yaz,2021– ,not rated,120 min,Drama,7.9,nil,"1,225"
 Anne Boleyn,2021– ,not rated,nil,"Drama, History",3.9,nil,"1,213"
Kenan,2021– ,not rated,nil,Comedy,5.6,nil,"1,208"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.1,nil,"1,204"
Headspace: Guide to Meditation,2021,not rated,173 min,"Documentary, Animation",8.5,nil,"1,199"
Ci sha xiao shuo jia,2021,not rated,130 min,"Action, Adventure, Crime",6.3,nil,"1,197"
Marvel Studios: Assembled,2021– ,not rated,58 min,Documentary,8.0,nil,"1,189"
Madre Solo hay Dos,2021– ,12,nil,"Comedy, Drama, Fantasy",7.4,nil,"1,186"
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",6.5,nil,"1,185"
Ride or Die,III 2021,16,142 min,"Drama, Romance, Thriller",5.5,64        ,"1,177"
 Your Honor,2020–2021,12,52 min,"Crime, Drama, Thriller",8.1,nil,"1,175"
 Riverdale,2017– ,12,41 min,"Crime, Drama, Mystery",7.6,nil,"1,173"
 Resident Alien,2021– ,not rated,44 min,"Comedy, Drama, Mystery",7.9,nil,"1,171"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.6,nil,"1,170"
 Re:Zero kara hajimeru isekai seikatsu,2016– ,not rated,30 min,"Animation, Adventure, Drama",9.7,nil,"1,165"
1962: the War in the Hills,2021– ,not rated,45 min,"Action, Adventure, Drama",6.2,nil,"1,162"
 Young Rock,2021– ,not rated,nil,Comedy,8.7,nil,"1,159"
Physical,2021– ,not rated,nil,"Comedy, Drama",7.0,nil,"1,159"
 Jupiter's Legacy,2021,not rated,44 min,"Action, Adventure, Drama",7.2,nil,"1,158"
Sweet & Sour,2021,not rated,101 min,"Comedy, Romance",6.8,nil,"1,157"
Elite Short Stories: Carla Samuel,2021,not rated,43 min,"Short, Drama, Romance",7.1,nil,"1,154"
The Stay,2021,not rated,87 min,Thriller,6.4,nil,"1,150"
Sensation,2021,not rated,96 min,"Mystery, Sci-Fi, Thriller",4.4,nil,"1,150"
Cold Case,2021,not rated,139 min,"Horror, Mystery, Thriller",6.3,nil,"1,149"
Detective Chinatown 3,2021,12,136 min,"Action, Adventure, Comedy",5.7,nil,"1,146"
 Young Rock,2021– ,not rated,nil,Comedy,7.9,nil,"1,144"
Vivy: Fluorite Eye's Song,2021– ,not rated,nil,"Animation, Action, Sci-Fi",8.7,nil,"1,144"
Hoodman,2021,not rated,98 min,"Crime, Horror, Thriller",6.2,nil,"1,142"
 Young Rock,2021– ,not rated,nil,Comedy,8.2,nil,"1,138"
Elite Short Stories: Guzmán Caye Rebe,2021,not rated,36 min,"Short, Crime, Drama",7.5,nil,"1,135"
 The Blacklist,2013– ,not rated,43 min,"Crime, Drama, Mystery",8.7,nil,"1,135"
Agent Revelation,2021,not rated,86 min,"Action, Sci-Fi, Thriller",5.6,nil,"1,133"
Downfalls High,2021,not rated,46 min,"Drama, Musical, Romance",7.5,nil,"1,128"
A (Ad Infinitum),2021,not rated,153 min,"Family, Thriller",8.4,nil,"1,127"
 IMDb on the Scene - Interviews,2017– ,not rated,nil,Talk-Show,7.9,nil,"1,118"
"Ni hao, Li Huan Ying",2021,not rated,128 min,"Comedy, Drama, Fantasy",7.1,nil,"1,116"
 Snowpiercer,2020– ,16,47 min,"Action, Drama, Sci-Fi",7.9,nil,"1,114"
 Resident Alien,2021– ,not rated,45 min,"Comedy, Drama, Mystery",8.2,nil,"1,112"
 Snowpiercer,2020– ,16,46 min,"Action, Drama, Sci-Fi",8.4,nil,"1,111"
 Wynonna Earp,2016–2021,16,nil,"Action, Drama, Fantasy",9.3,nil,"1,109"
Trigger Point,2021,not rated,85 min,"Action, Thriller",4.8,nil,"1,105"
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",7.5,nil,"1,104"
Check,2021,not rated,140 min,Action,6.6,nil,"1,104"
Rutherford Falls,2021– ,not rated,nil,Comedy,6.5,nil,"1,103"
 Resident Alien,2021– ,not rated,46 min,"Comedy, Drama, Mystery",8.4,nil,"1,102"
 Supergirl,2015–2021,16,nil,"Action, Adventure, Drama",7.9,nil,"1,101"
Boogie,2021,R,90 min,"Drama, Sport",5.2,54        ,"1,101"
 Walker,2021– ,not rated,42 min,"Action, Crime, Drama",6.9,nil,"1,100"
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",6.6,nil,"1,099"
 Anne Boleyn,2021– ,not rated,nil,"Drama, History",3.9,nil,"1,099"
Khuda Aur Mohabbat 3,2021,not rated,40 min,Drama,9.2,nil,"1,098"
 The Handmaid's Tale,2017– ,16,52 min,"Drama, Sci-Fi, Thriller",8.3,nil,"1,098"
 Young Rock,2021– ,not rated,nil,Comedy,8.3,nil,"1,097"
A Glitch in the Matrix,2021,not rated,108 min,Documentary,5.2,62        ,"1,096"
Tony Parker: The Final Shot,2021,not rated,98 min,"Documentary, Biography, Sport",6.7,nil,"1,094"
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",8.6,nil,"1,094"
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,"1,091"
Akinci,2021– ,not rated,120 min,"Action, Adventure, Crime",2.6,nil,"1,091"
 Sweet Tooth,2021– ,not rated,nil,"Action, Adventure, Drama",8.3,nil,"1,091"
 Line of Duty,2012– ,12,57 min,"Crime, Drama, Mystery",9.2,nil,"1,090"
 Star Wars: The Bad Batch,2021– ,not rated,25 min,"Animation, Action, Adventure",8.5,nil,"1,090"
LOL - Chi ride è fuori,2021– ,not rated,nil,Comedy,7.4,nil,"1,090"
Play Back,2021,not rated,138 min,"Crime, Fantasy, Romance",8.2,nil,"1,088"
 Black Clover,2017–2021,not rated,24 min,"Animation, Action, Adventure",9.5,nil,"1,087"
Clairevoyant,2021,not rated,90 min,"Comedy, Drama",7.9,nil,"1,086"
 Behind Her Eyes,2021,16,50 min,"Drama, Mystery, Thriller",7.0,nil,"1,085"
 Jupiter's Legacy,2021,not rated,48 min,"Action, Adventure, Drama",6.9,nil,"1,085"
 The Rookie,2018– ,12,nil,"Comedy, Crime, Drama",5.9,nil,"1,084"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.4,nil,"1,081"
Live Telecast,2021– ,not rated,32 min,Horror,4.2,nil,"1,079"
 Master of None,2015– ,12,55 min,"Comedy, Drama",5.8,nil,"1,076"
Mehndi Hai Rachne Waali,2021– ,not rated,nil,"Drama, Romance",8.8,nil,"1,076"
 Fate: The Winx Saga,2021– ,not rated,53 min,"Action, Adventure, Drama",7.2,nil,"1,074"
 The Rookie,2018– ,12,42 min,"Comedy, Crime, Drama",6.1,nil,"1,071"
Mohanagar,2021– ,not rated,nil,Thriller,8.8,nil,"1,067"
 Lupin,2021– ,12,43 min,"Action, Crime, Drama",7.1,nil,"1,063"
 The Blacklist,2013– ,not rated,42 min,"Crime, Drama, Mystery",8.9,nil,"1,061"
The Candidate,2021,not rated,nil,"Short, Horror",9.0,nil,"1,060"
El Internado: Las Cumbres,2021– ,not rated,nil,"Drama, Mystery, Thriller",6.5,nil,"1,059"
Sasquatch,2021,not rated,138 min,"Documentary, Crime, History",6.2,nil,"1,057"
 Jupiter's Legacy,2021,not rated,56 min,"Action, Adventure, Drama",7.9,nil,"1,055"
Zero Chill,2021– ,AL,nil,"Comedy, Drama, Family",5.7,nil,"1,054"
 It's a Sin,2021,12,49 min,"Comedy, Drama, History",9.4,nil,"1,054"
 The Blacklist,2013– ,not rated,42 min,"Crime, Drama, Mystery",6.4,nil,"1,047"
Safer at Home,2021,not rated,82 min,Thriller,4.8,35        ,"1,045"
 Fear the Walking Dead,2015– ,not rated,nil,"Drama, Horror, Sci-Fi",8.2,nil,"1,044"
"Ijiranaide, Nagatoro-san",2021– ,not rated,24 min,"Animation, Comedy, Romance",7.6,nil,"1,044"
The Force Awakens from Its Nap,2021,not rated,3 min,"Animation, Short, Comedy",6.2,nil,"1,043"
Hükümsüz,2021– ,not rated,40 min,"Drama, Mystery, Thriller",6.9,nil,"1,043"
 It's a Sin,2021,12,46 min,"Comedy, Drama, History",8.5,nil,"1,043"
True,2021,not rated,92 min,Thriller,8.8,nil,"1,042"
 The Blacklist,2013– ,not rated,43 min,"Crime, Drama, Mystery",8.6,nil,"1,041"
 IMDb on the Scene - Interviews,2017– ,not rated,nil,Talk-Show,9.3,nil,"1,040"
 The Blacklist,2013– ,not rated,43 min,"Crime, Drama, Mystery",7.3,nil,"1,038"
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",8.1,nil,"1,038"
North Hollywood,2021,not rated,93 min,"Comedy, Drama",6.2,nil,"1,035"
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",6.4,nil,"1,034"
 Fumetsu no Anata e,2021– ,not rated,25 min,"Animation, Adventure, Drama",9.7,nil,"1,032"
Firebird,2021,not rated,107 min,"Drama, Romance",8.2,nil,"1,025"
Tempt Raja,2021,not rated,108 min,Comedy,9.1,nil,"1,025"
Pai em Dobro,2021,not rated,103 min,"Comedy, Drama, Family",5.7,nil,"1,025"
Utmark,2021– ,not rated,nil,"Comedy, Drama",7.9,nil,"1,025"
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.4,nil,"1,023"
 It's a Sin,2021,12,48 min,"Comedy, Drama, History",9.2,nil,"1,022"
 Jupiter's Legacy,2021,not rated,36 min,"Action, Adventure, Drama",7.4,nil,"1,020"
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",7.5,nil,"1,017"
Amend: The Fight for America,I 2021,not rated,nil,"Documentary, History",7.9,nil,"1,016"
Call Your Mother,2021,not rated,22 min,Comedy,5.2,nil,"1,016"
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.4,nil,"1,015"
 This Is Us,2016–2022,9,43 min,"Comedy, Drama, Romance",9.1,nil,"1,012"
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.2,nil,"1,011"
Breaking Boundaries: The Science of Our Planet,2021,not rated,73 min,Documentary,7.8,nil,"1,007"
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,"1,006"
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",7.8,nil,"1,006"
 Fate: The Winx Saga,2021– ,not rated,53 min,"Action, Adventure, Drama",8.2,nil,"1,004"
 Wynonna Earp,2016–2021,16,43 min,"Action, Drama, Fantasy",9.5,nil,"1,000"
 Fear the Walking Dead,2015– ,not rated,42 min,"Drama, Horror, Sci-Fi",7.3,nil,"1,000"
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",7.0,nil,997
Seni Buldum Ya,2021,not rated,82 min,Comedy,6.2,nil,997
Queen of Beggars Aka Malake Gedayan,2021– ,not rated,nil,"Drama, Mystery, Romance",5.1,nil,996
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",8.8,nil,995
 The Good Doctor,2017– ,12,43 min,Drama,5.0,nil,994
 Jupiter's Legacy,2021,not rated,48 min,"Action, Adventure, Drama",7.1,nil,994
 The Stand,2020–2021,not rated,60 min,"Adventure, Drama, Fantasy",6.9,nil,993
The Houseboat,2021– ,not rated,nil,Documentary,7.3,nil,992
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,990
400 Bullets,2021,not rated,89 min,Action,4.6,nil,988
United States of Al,2021– ,not rated,30 min,Comedy,5.9,nil,987
 Wynonna Earp,2016–2021,16,43 min,"Action, Drama, Fantasy",9.5,nil,985
Nabillera,2021– ,not rated,60 min,Drama,8.8,nil,984
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,980
Ninnila Ninnila,2021,not rated,118 min,"Comedy, Romance",7.7,nil,980
 Grey's Anatomy,2005– ,6,nil,"Drama, Romance",5.1,nil,979
Devineni,2021,not rated,122 min,Drama,9.7,nil,979
 Superstore,2015–2021,AL,nil,Comedy,9.6,nil,978
 The Nevers,2021– ,16,63 min,"Action, Drama, Fantasy",7.8,nil,977
 Line of Duty,2012– ,12,57 min,"Crime, Drama, Mystery",9.1,nil,974
 Jupiter's Legacy,2021,not rated,44 min,"Action, Adventure, Drama",7.4,nil,974
Zero,2021– ,not rated,27 min,"Action, Comedy, Drama",5.6,nil,974
Aarkkariyam,2021,not rated,126 min,Drama,7.0,nil,973
 Wynonna Earp,2016–2021,16,43 min,"Action, Drama, Fantasy",9.3,nil,972
 Dracula,2021– ,not rated,nil,"Comedy, Drama",9.6,nil,972
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,968
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,959
Elite Short Stories: Nadia Guzmán,2021,not rated,33 min,"Short, Drama, Romance",6.4,nil,958
Eoneu Nal Uri Jib Hyeongwaeuro Myeolmangyi Deuleowassda,2021– ,not rated,65 min,"Drama, Fantasy, Romance",8.5,nil,957
 Bang Baang,2021– ,not rated,nil,"Action, Thriller",9.3,nil,956
Gaia,2021,R,96 min,"Drama, Fantasy, Horror",5.5,64        ,953
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.3,nil,948
 Formula 1: Drive to Survive,2019– ,12,51 min,"Documentary, Sport",9.4,nil,948
Glaciär,2021,not rated,88 min,Drama,6.2,nil,947
Taking a Shot at Love,2021 TV Movie,not rated,84 min,"Drama, Romance",7.2,nil,942
It Was Always You,2021 TV Movie,not rated,86 min,"Comedy, Drama, Romance",7.1,nil,940
 The Stand,2020–2021,not rated,61 min,"Adventure, Drama, Fantasy",6.9,nil,937
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",7.1,nil,937
 Resident Alien,2021– ,not rated,46 min,"Comedy, Drama, Mystery",8.1,nil,935
 Behind Her Eyes,2021,16,49 min,"Drama, Mystery, Thriller",7.2,nil,934
 Line of Duty,2012– ,12,57 min,"Crime, Drama, Mystery",7.8,nil,933
 One Piece: Wan pîsu,1999– ,not rated,nil,"Animation, Action, Adventure",9.1,nil,931
L'ultimo paradiso,2021,not rated,107 min,"Drama, Romance",5.6,nil,931
Dancing Queens,2021,not rated,110 min,"Comedy, Drama",5.4,nil,929
 Sweet Tooth,2021– ,not rated,nil,"Action, Adventure, Drama",8.0,nil,929
 Castlevania,2017–2021,12,24 min,"Animation, Action, Adventure",9.1,nil,927
Law School,2021– ,not rated,65 min,"Crime, Drama, Mystery",8.1,nil,927
 Riverdale,2017– ,12,42 min,"Crime, Drama, Mystery",8.5,nil,926
 It's a Sin,2021,12,47 min,"Comedy, Drama, History",8.7,nil,926
Spirit Untamed,2021,6,88 min,"Animation, Adventure, Family",5.4,48        ,926
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",8.6,nil,923
 IMDb on the Scene - Interviews,2017– ,not rated,nil,Talk-Show,7.6,nil,921
 Snowpiercer,2020– ,16,48 min,"Action, Drama, Sci-Fi",7.7,nil,920
 Sweet Tooth,2021– ,not rated,nil,"Action, Adventure, Drama",7.8,nil,917
 Wynonna Earp,2016–2021,16,54 min,"Action, Drama, Fantasy",9.6,nil,911
Hige o Soru. Soshite Joshikousei o Hirou.,2021– ,not rated,23 min,"Animation, Comedy, Drama",7.7,nil,910
 Fate: The Winx Saga,2021– ,not rated,48 min,"Action, Adventure, Drama",7.4,nil,909
 Lupin,2021– ,12,50 min,"Action, Crime, Drama",8.2,nil,907
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",9.4,nil,907
 Sweet Tooth,2021– ,not rated,nil,"Action, Adventure, Drama",8.7,nil,906
Elite Short Stories: Omar Ander Alexis,2021,not rated,35 min,"Short, Drama",7.5,nil,902
 Clarice,2021– ,not rated,42 min,"Crime, Drama, Mystery",7.0,nil,900
Seance,2021,16,92 min,"Horror, Mystery",5.3,45        ,900
Dark Web: Cicada 3301,2021,R,104 min,"Action, Comedy, Thriller",4.9,nil,898
 Castlevania,2017–2021,12,24 min,"Animation, Action, Adventure",8.3,nil,897
Sulla Stessa Onda,2021,not rated,99 min,"Drama, Romance, Sport",5.7,nil,896
The Last Cruise,2021,not rated,40 min,"Documentary, Short",6.4,75        ,895
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",5.7,nil,892
The Lady and the Dale,2021,not rated,212 min,"Documentary, Biography, Crime",6.8,nil,891
Hero Mode,2021,PG,88 min,Comedy,5.1,46        ,891
 Mythic Quest: Raven's Banquet,2020– ,not rated,37 min,Comedy,9.3,nil,890
Security,2021,not rated,118 min,Thriller,4.9,nil,890
 The Serpent,2021,not rated,59 min,"Crime, Drama, Thriller",7.2,nil,885
Ammaa Ki Boli,2021,not rated,117 min,"Comedy, Drama",7.9,nil,884
LOL - Hasse Toh Phasse,2021– ,not rated,nil,Comedy,3.8,nil,884
 The Rookie,2018– ,12,43 min,"Comedy, Crime, Drama",7.9,nil,884
 It's a Sin,2021,12,48 min,"Comedy, Drama, History",9.0,nil,883
Ögrenci Evi,2021– ,not rated,50 min,"Comedy, Drama, Romance",5.6,nil,882
Qubool Hai 2.0,2021– ,not rated,23 min,Romance,8.6,nil,881
 Batwoman,2019– ,not rated,41 min,"Action, Adventure, Crime",5.0,nil,880
 Behind Her Eyes,2021,16,50 min,"Drama, Mystery, Thriller",7.2,nil,879
Nate Bargatze: The Greatest Average American,2021 TV Special,not rated,60 min,Comedy,7.3,nil,876
Ankara,2021– ,not rated,nil,"Action, Drama",7.2,nil,876
 Fate: The Winx Saga,2021– ,not rated,51 min,"Action, Adventure, Drama",7.5,nil,876
Sreekaram,2021,not rated,122 min,Drama,7.0,nil,875
 The Nevers,2021– ,16,56 min,"Action, Drama, Fantasy",8.2,nil,875
 Raketsonyeondan,2021– ,not rated,83 min,"Comedy, Drama, Sport",1.0,nil,874
 Black Clover,2017–2021,not rated,24 min,"Animation, Action, Adventure",9.6,nil,872
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",8.1,nil,871
 Raketsonyeondan,2021– ,not rated,78 min,"Comedy, Drama, Sport",1.0,nil,870
The Lockdown Hauntings,2021,not rated,101 min,Horror,5.4,nil,870
 The Blacklist,2013– ,not rated,43 min,"Crime, Drama, Mystery",8.6,nil,868
 This Is Us,2016–2022,9,43 min,"Comedy, Drama, Romance",8.9,nil,868
 Resident Alien,2021– ,not rated,46 min,"Comedy, Drama, Mystery",8.2,nil,867
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",8.8,nil,866
 Riverdale,2017– ,12,42 min,"Crime, Drama, Mystery",7.2,nil,865
 Behind Her Eyes,2021,16,46 min,"Drama, Mystery, Thriller",7.6,nil,865
 Raketsonyeondan,2021– ,not rated,64 min,"Comedy, Drama, Sport",1.0,nil,860
 The Nevers,2021– ,16,57 min,"Action, Drama, Fantasy",8.3,nil,860
 The Rookie,2018– ,12,43 min,"Comedy, Crime, Drama",6.3,nil,857
 Snowpiercer,2020– ,16,45 min,"Action, Drama, Sci-Fi",7.7,nil,855
 Lupin,2021– ,12,44 min,"Action, Crime, Drama",7.3,nil,854
 Behind Her Eyes,2021,16,53 min,"Drama, Mystery, Thriller",7.5,nil,854
 Fate: The Winx Saga,2021– ,not rated,50 min,"Action, Adventure, Drama",7.7,nil,852
 The Blacklist,2013– ,not rated,43 min,"Crime, Drama, Mystery",6.5,nil,850
 The Blacklist,2013– ,not rated,42 min,"Crime, Drama, Mystery",6.5,nil,849
 Resident Alien,2021– ,not rated,45 min,"Comedy, Drama, Mystery",8.2,nil,847
Ghost Lab,2021,not rated,117 min,"Drama, Horror, Thriller",5.2,nil,846
Kemono Jihen,2021– ,not rated,24 min,"Animation, Action, Fantasy",7.5,nil,846
 Snowpiercer,2020– ,16,47 min,"Action, Drama, Sci-Fi",8.2,nil,845
 Allen v. Farrow,2021,12,56 min,"Documentary, Biography, Crime",5.1,nil,843
 X-Ray: Selected Satyajit Shorts,2021– ,not rated,nil,"Crime, Drama, Thriller",7.9,nil,838
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",5.9,nil,834
 Walker,2021– ,not rated,42 min,"Action, Crime, Drama",7.4,nil,834
 Castlevania,2017–2021,12,24 min,"Animation, Action, Adventure",8.2,nil,831
Oprah with Meghan and Harry: A CBS Primetime Special,2021 TV Special,AL,86 min,Talk-Show,5.2,nil,831
 Resident Alien,2021– ,not rated,46 min,"Comedy, Drama, Mystery",8.4,nil,831
 Superman and Lois,2021– ,not rated,nil,"Action, Adventure, Drama",8.8,nil,830
 Fate: The Winx Saga,2021– ,not rated,47 min,"Action, Adventure, Drama",7.5,nil,830
 Castlevania,2017–2021,12,29 min,"Animation, Action, Adventure",8.4,nil,828
 Superstore,2015–2021,AL,nil,Comedy,6.5,nil,827
 Resident Alien,2021– ,not rated,46 min,"Comedy, Drama, Mystery",8.5,nil,827
 Riverdale,2017– ,12,42 min,"Crime, Drama, Mystery",7.5,nil,826
 Tandav,2021– ,not rated,38 min,"Drama, Thriller",5.3,nil,824
The 93rd Oscars,2021 TV Special,not rated,150 min,nil,3.5,nil,824
 The Rookie,2018– ,12,nil,"Comedy, Crime, Drama",6.3,nil,819
 Sweet Tooth,2021– ,not rated,nil,"Action, Adventure, Drama",7.9,nil,819
Kadhanika,2021,not rated,128 min,Thriller,8.9,nil,818
Gekijouban Bishoujo Senshi Sailor Moon Eternal,2021,not rated,160 min,"Animation, Action, Adventure",7.2,nil,818
 Boku no hîrô akademia,2016– ,not rated,24 min,"Animation, Action, Adventure",6.9,nil,817
Chernobyl,2021,not rated,136 min,"Comedy, Drama, History",4.3,nil,815
 The Stand,2020–2021,not rated,57 min,"Adventure, Drama, Fantasy",6.5,nil,814
 This Is Us,2016–2022,9,42 min,"Comedy, Drama, Romance",8.6,nil,814
 Black Clover,2017–2021,not rated,24 min,"Animation, Action, Adventure",9.3,nil,813
 Black Clover,2017–2021,not rated,24 min,"Animation, Action, Adventure",9.6,nil,812
Gwimul,2021– ,not rated,70 min,"Drama, Mystery, Thriller",8.2,nil,809
Contract,2021– ,not rated,nil,Crime,7.4,nil,807
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",6.2,nil,804
Zero Nine,2021,not rated,93 min,"Action, Crime, Thriller",8.6,nil,804
Alludu Adhurs,2021,not rated,149 min,"Action, Comedy",3.3,nil,804
Ishk Par Zor Nahin,2021– ,not rated,nil,Drama,9.0,nil,803
 Yakusoku no Neverland,2019–2021,not rated,23 min,"Animation, Adventure, Drama",6.5,nil,803
Punky Brewster,2021– ,not rated,nil,Comedy,6.9,nil,803
 Snowpiercer,2020– ,16,48 min,"Action, Drama, Sci-Fi",7.9,nil,799
 The Flash,2014– ,12,42 min,"Action, Adventure, Drama",6.0,nil,798
Topi,2021,not rated,60 min,"Drama, Thriller",6.8,nil,798
 American Gods,2017–2021,16,51 min,"Drama, Fantasy, Mystery",6.3,nil,798
 This Is Us,2016–2022,9,43 min,"Comedy, Drama, Romance",8.2,nil,796
Kisah untuk Geri,2021,not rated,nil,"Drama, Romance",9.6,nil,795
 Snowpiercer,2020– ,16,47 min,"Action, Drama, Sci-Fi",7.2,nil,795
Kamali from Nadukkaveri,2021,not rated,147 min,Drama,7.7,nil,792
 Castlevania,2017–2021,12,28 min,"Animation, Action, Adventure",8.3,nil,789
 The Stand,2020–2021,not rated,49 min,"Adventure, Drama, Fantasy",6.4,nil,788
 Lupin,2021– ,12,41 min,"Action, Crime, Drama",7.4,nil,787
